transcript_id,bw2-FR1,bw2-FR2,bw2-FR3,bw2-R1,bw2-R2,bw2-R3
rna-NM_001334506.1,0,0,0,0,0,0
rna-NM_102807.4,0,0,0,0,0,0
MSTRG.1510.3,1302,1840,1598,2901,2735,2036
MSTRG.11702.1,1252,1789,1458,1112,946,1536
rna-NM_103099.2,0,0,0,0,0,0
rna-NM_001334527.1,0,0,0,0,0,0
MSTRG.1510.4,22,24,20,28,28,50
MSTRG.1510.5,69,44,39,61,64,169
MSTRG.10978.1,795,1142,914,1018,775,915
rna-NR_138813.1,0,0,0,0,69,79
MSTRG.6461.1,18,22,22,18,25,48
MSTRG.16697.1,2791,4487,3524,3025,2534,2897
MSTRG.16682.1,125,183,171,62,72,101
MSTRG.13730.1,23,29,20,17,9,64
MSTRG.496.1,708,999,757,459,391,495
rna-NM_104536.5,13,15,13,37,24,67
rna-NR_138874.1,0,0,0,0,0,0
rna-NM_001334465.1,0,0,0,0,0,0
MSTRG.3670.1,22,28,17,0,30,32
rna-NM_100241.4,0,0,0,0,0,0
MSTRG.16448.1,345,416,430,798,595,1370
rna-NM_001084052.1,0,0,0,0,0,0
MSTRG.14793.1,11,42,25,26,6,132
MSTRG.12436.1,6,6,7,7,3,36
rna-NM_105790.3,529,715,683,1414,1463,1592
MSTRG.11819.1,54,163,121,102,98,93
rna-NM_001333688.1,0,0,0,0,0,0
rna-NM_102817.2,0,0,0,0,0,0
MSTRG.9712.1,12,9,13,9,3,41
rna-NM_001332089.1,60,67,61,0,136,88
MSTRG.8618.1,1107,1377,1378,641,489,457
MSTRG.17332.1,382,636,475,645,673,589
MSTRG.17366.1,7,5,0,2,5,33
MSTRG.7905.1,891,1096,1083,1201,993,1291
MSTRG.149.4,40,30,45,39,46,12
rna-NR_138802.1,0,0,0,0,0,0
rna-NM_001332617.1,0,0,0,0,0,0
MSTRG.8920.1,55,100,40,48,35,266
MSTRG.10883.1,91,113,130,201,158,283
MSTRG.16641.1,108,139,97,81,65,97
MSTRG.12411.1,1698,3006,2664,7703,7284,7890
MSTRG.6805.1,569,1091,712,909,805,872
MSTRG.1857.4,893,1273,857,878,761,847
MSTRG.12848.1,469,890,562,112,110,72
MSTRG.1604.5,50,116,109,44,47,63
MSTRG.5822.1,18,14,30,41,22,25
MSTRG.17387.1,19,80,62,1269,1223,1348
rna-NM_104973.4,111,165,153,250,194,278
rna-NM_102887.5,573,841,563,143,84,189
MSTRG.17127.1,33,50,38,122,88,88
MSTRG.10559.1,459,535,624,3055,2295,3236
rna-NM_106170.5,535,687,704,813,778,1024
MSTRG.7919.1,2823,3613,3279,3113,2662,3676
rna-NM_001332492.1,0,0,0,27,14,6
MSTRG.8423.1,4,5,2,5,8,27
MSTRG.13379.1,5950,9431,8129,10944,10523,11119
rna-NR_139055.1,7,21,14,48,54,88
rna-NM_001334948.1,0,0,0,0,0,0
rna-NM_001332280.1,33,35,48,60,70,12
rna-NM_105197.3,0,0,0,2,0,0
MSTRG.16460.1,107,141,110,368,323,373
MSTRG.7295.1,193,320,241,174,116,298
MSTRG.9398.1,6,0,3,6,7,16
MSTRG.1054.3,118,205,142,273,236,340
rna-NM_202423.1,253,331,302,872,758,933
rna-NM_001332822.1,0,0,0,0,0,0
MSTRG.10892.1,45,75,55,95,69,232
rna-NM_001334222.1,0,0,0,0,0,0
rna-NM_104184.4,221,201,254,455,296,899
rna-NR_143543.1,17,40,28,23,38,42
MSTRG.12426.1,479,808,570,480,423,1516
rna-NM_001332818.1,0,0,0,0,0,0
MSTRG.1026.2,786,1383,1014,386,420,306
rna-NM_001334218.1,0,0,0,0,0,0
MSTRG.8433.1,465,664,579,1593,1297,1944
rna-NM_105624.5,5,29,27,173,119,161
rna-NM_001332687.1,0,0,0,0,0,0
MSTRG.15471.1,38,29,34,81,36,136
MSTRG.5466.1,18,26,31,12,23,39
MSTRG.9891.1,13,30,38,594,570,805
rna-NM_148651.1,0,2582,0,0,0,0
MSTRG.9025.1,369,482,301,458,380,1415
rna-NM_001035982.2,0,0,0,0,0,0
rna-NM_001334024.1,0,0,0,0,0,0
rna-NM_100614.3,691,1658,800,969,746,500
rna-NM_101741.4,0,0,0,0,0,0
rna-NM_001332697.1,0,0,0,0,0,0
rna-NM_001334153.1,0,0,0,0,0,0
rna-NM_100777.3,0,0,0,0,0,0
rna-NM_105236.2,0,0,0,0,9,0
MSTRG.9470.1,1323,1930,1725,5397,4812,6084
MSTRG.9039.1,1553,2339,2129,2439,1913,3034
rna-NM_101773.3,0,0,0,53,46,42
MSTRG.18410.1,1604,2485,2087,2258,2060,2371
MSTRG.16024.1,77,90,31,40,18,21
rna-NM_104218.5,24,47,0,110,30,169
rna-NM_106233.4,0,0,0,0,0,0
MSTRG.9457.1,329,367,308,664,574,754
rna-NM_100918.3,258,314,324,326,299,598
rna-NM_101169.3,0,14,9,54,22,27
MSTRG.17010.1,394,519,363,625,589,732
rna-NM_104778.1,0,0,0,0,0,0
rna-NM_101028.4,8,32,29,90,84,105
MSTRG.8798.1,48,89,48,76,32,182
MSTRG.9921.1,284,419,294,316,337,649
MSTRG.3321.2,104,159,164,568,496,482
MSTRG.11677.1,1907,2489,2422,3660,3031,3566
MSTRG.12861.1,0,9,6,11,7,53
rna-NM_104671.1,0,0,0,0,0,0
MSTRG.10121.1,128,261,105,28,14,35
rna-NR_139237.1,3,3,0,3,0,6
rna-NM_102732.3,2,3,3,9,3,0
rna-NM_100863.6,0,0,0,0,0,0
rna-NM_106135.3,8,30,32,48,34,55
rna-NR_139546.1,0,0,0,0,0,0
MSTRG.14521.1,678,921,617,312,313,282
MSTRG.14978.1,1066,1528,1547,1799,1362,1477
rna-NM_102493.3,1205,1646,1871,2756,2237,2964
rna-NM_103754.2,0,0,0,0,0,0
MSTRG.2864.3,6,11,7,36,39,66
rna-NM_103637.2,0,0,0,0,0,0
rna-NM_001334325.1,0,0,0,0,0,0
rna-NM_101337.4,84,89,101,213,146,160
MSTRG.17066.1,754,1179,816,888,1004,1096
MSTRG.61.3,675,814,728,111,92,68
rna-NM_105845.2,26,33,112,1040,924,1195
rna-NM_001124001.2,0,0,0,0,0,0
MSTRG.1373.2,146,228,244,720,580,756
rna-gnl|WGS:|mrna.AT1G28620-RA,0,0,0,0,0,0
rna-gnl|WGS:|mrna.AT1G28620-RB,0,0,0,0,0,0
rna-gnl|WGS:|mrna.AT1G28620-RC,30,60,44,22,33,32
rna-gnl|WGS:|mrna.AT1G28620-RD,0,0,0,0,0,0
MSTRG.5388.1,1173,1673,1466,1376,1443,1739
rna-NM_104558.4,0,0,0,0,0,0
MSTRG.9104.1,715,997,865,1215,984,1114
MSTRG.10135.1,106,136,121,131,143,79
MSTRG.13407.1,22,26,32,60,60,161
rna-NM_001124022.2,0,0,0,0,0,0
MSTRG.18032.1,25,28,32,81,58,68
rna-NM_202066.1,5,0,0,3,3,0
rna-NR_139227.1,0,1,0,0,0,3
rna-NM_001334206.1,0,63,30,52,24,104
MSTRG.14535.1,2119,3001,2032,575,530,518
MSTRG.17807.1,1526,2485,2270,6763,5972,6588
MSTRG.14942.1,3,18,7,19,23,46
rna-NM_001084217.2,0,0,0,0,0,0
MSTRG.8823.1,117,141,104,140,99,441
MSTRG.14305.1,87,107,169,820,602,754
MSTRG.7215.1,1296,1637,1661,4007,4776,3360
rna-NM_179285.1,0,0,0,0,0,0
rna-NM_104071.3,0,0,0,0,0,0
rna-NM_100960.3,0,0,0,0,0,0
MSTRG.11208.1,4,14,15,57,46,52
MSTRG.12513.1,619,1026,848,1975,1948,1829
MSTRG.18149.1,19,34,26,66,58,47
rna-gnl|WGS:|mrna.AT1G05135-RA,0,0,33,179,108,153
rna-NM_179304.2,9,25,21,76,58,51
MSTRG.1287.1,51,138,113,288,318,151
rna-NM_105751.5,0,0,0,0,0,0
MSTRG.10327.1,23,41,38,34,37,94
MSTRG.7308.1,357,455,458,1802,1399,1939
rna-NR_138787.1,0,0,0,0,0,0
MSTRG.770.2,231,440,427,909,949,951
MSTRG.8596.1,3586,5366,4204,2059,1552,2410
MSTRG.13417.1,11,22,9,13,17,58
MSTRG.6336.1,45,58,45,72,71,202
MSTRG.2280.1,376,509,519,1689,1135,1343
rna-NM_001334799.1,0,0,0,0,0,0
MSTRG.17817.1,578,660,560,447,333,585
MSTRG.12963.1,6,0,6,19,37,18
MSTRG.14489.1,416,591,506,435,388,607
rna-NM_101014.4,13,407,0,0,0,647
rna-NM_179299.4,0,0,0,0,0,0
rna-NM_100916.5,0,0,0,0,0,0
MSTRG.11253.1,6078,9588,7357,7138,6235,8476
MSTRG.5688.1,261,436,315,788,911,768
MSTRG.2683.2,169,258,268,364,334,767
rna-NM_102436.2,0,0,0,0,0,0
rna-NM_104750.3,0,0,0,0,0,0
MSTRG.14495.1,81,123,92,105,93,372
rna-NM_001036096.1,0,0,0,0,0,0
MSTRG.4766.3,37,65,59,314,219,250
rna-NM_100177.4,0,0,0,0,0,0
rna-NM_105490.4,0,0,0,0,0,0
rna-NM_001333474.1,0,0,0,0,0,0
MSTRG.12946.1,595,939,637,70,61,62
rna-NM_001332434.1,0,0,0,0,0,0
rna-NM_001036222.3,0,0,0,0,0,0
MSTRG.9693.1,1034,1631,1370,1366,1519,1664
MSTRG.12973.1,737,920,848,706,561,676
rna-NM_001335005.1,0,0,0,0,0,0
rna-NM_001331385.1,0,0,0,0,0,0
MSTRG.12989.1,422,494,290,423,374,478
MSTRG.12894.1,237,292,251,52,52,35
MSTRG.11009.1,12041,18932,17884,28438,27530,24239
MSTRG.3395.3,2875,4442,3260,2146,1682,2068
rna-NM_102093.5,0,0,0,0,11,24
MSTRG.3395.4,283,443,347,152,139,434
MSTRG.16378.1,620,1077,1075,3658,3385,5044
rna-NM_102663.2,44,64,35,36,33,47
rna-NM_001123924.2,0,0,0,0,0,0
rna-NM_100549.2,0,0,0,0,0,0
MSTRG.18240.1,88,106,134,163,179,220
rna-NM_001331391.1,0,0,0,0,0,0
MSTRG.12593.1,1198,2171,1330,858,931,1119
MSTRG.7194.1,18,30,27,29,35,66
MSTRG.11891.1,1088,1701,1539,1594,1422,2208
MSTRG.13409.1,12,14,7,60,38,42
rna-NM_103056.5,0,987,868,684,677,0
MSTRG.12608.1,5372,8755,6900,3604,2940,2998
rna-NM_100167.3,103,144,165,0,214,181
rna-gnl|JCVI|mRNA.AT1G23990.1,0,0,0,0,0,0
MSTRG.17809.1,4840,7399,6400,2393,2229,2293
MSTRG.16111.1,710,1142,978,1996,1955,2320
MSTRG.9683.1,2131,3100,2630,3964,3574,3805
MSTRG.17450.1,3,6,3,56,27,39
MSTRG.1941.3,37,46,34,191,181,107
MSTRG.1941.4,7,4,18,19,19,74
MSTRG.14031.1,127,177,119,152,104,102
rna-NR_138722.1,0,1,0,0,1,0
MSTRG.11015.1,748,1222,1305,5461,5079,5156
rna-gnl|JCVI|mRNA.AT1G43725.1,0,0,0,0,0,0
MSTRG.10743.1,3100,4172,4115,4021,3595,5422
rna-NM_103837.2,103,121,97,182,130,19
rna-NR_139851.1,0,0,0,0,0,0
rna-NM_101842.5,0,0,0,0,0,0
MSTRG.12164.1,8302,13694,12790,40112,39174,34513
MSTRG.14050.1,1688,2489,2431,6710,6044,6545
rna-NM_001334828.1,26,58,37,7,12,20
MSTRG.9284.1,5,3,10,4,7,18
MSTRG.12763.1,870,1110,995,529,424,613
MSTRG.3196.2,333,532,513,452,444,670
rna-NM_001198365.2,0,0,0,0,0,0
rna-NM_102344.3,0,0,0,0,0,0
MSTRG.12632.1,817,1098,856,1839,1654,2087
rna-NM_001333804.1,0,0,0,0,0,0
rna-NM_101873.3,0,0,0,0,0,0
MSTRG.13778.1,417,677,538,356,390,526
MSTRG.10516.1,58,90,61,30,17,149
rna-NM_106269.2,0,0,0,0,0,3
rna-NM_102089.5,0,0,0,0,0,0
rna-NM_001331914.1,0,0,0,0,0,0
rna-gnl|WGS:|mrna.AT1G05627-RA,0,0,0,0,0,0
rna-NM_101202.5,0,9,13,0,0,0
rna-NR_139320.1,0,0,0,0,0,0
rna-NM_104852.4,0,0,0,0,0,5
rna-NM_001333999.1,629,987,879,619,674,660
MSTRG.7463.1,11,11,10,8,14,30
rna-NM_001036098.2,0,0,0,0,0,0
rna-NM_102857.2,85,130,129,229,202,424
MSTRG.11458.1,301,334,362,229,180,569
rna-NM_001331718.1,0,0,0,0,0,0
rna-NM_148447.4,0,0,0,0,0,0
rna-NM_100329.3,0,0,0,0,0,0
MSTRG.15061.1,527,718,645,834,716,1482
rna-NM_101661.5,74,159,105,106,77,323
rna-NM_106574.3,0,1532,0,0,0,1969
MSTRG.11007.1,84,103,73,80,62,77
MSTRG.16292.1,42,89,27,19,15,23
rna-NM_101234.4,9575,12922,11102,3807,3307,3831
rna-gnl|JCVI|mRNA.AT1G69000.1,0,0,0,0,0,0
MSTRG.14028.1,232,336,307,457,374,520
MSTRG.3979.8,167,289,230,1341,181,1562
rna-NM_102136.3,164,155,94,50,57,44
rna-NM_101213.3,0,0,3,3,0,6
MSTRG.17124.1,1139,1476,1263,1545,1274,1369
MSTRG.8214.1,72,78,91,42,14,27
MSTRG.11462.1,3930,6080,4903,6906,6251,8756
MSTRG.3965.3,441,695,628,1710,1723,2180
MSTRG.15075.1,1197,1752,1573,2959,2785,3249
MSTRG.18413.1,3846,5342,5124,5361,4302,4890
rna-NM_001333868.1,0,0,0,0,0,0
MSTRG.16745.1,17,15,17,150,151,146
MSTRG.12450.1,38,71,82,91,68,47
MSTRG.17305.1,1297,1505,1657,2051,1774,2211
MSTRG.14604.1,11590,18951,18093,35530,35259,36475
MSTRG.13350.1,4465,6710,5778,10256,7995,11736
MSTRG.5655.1,375,545,380,86,96,68
MSTRG.2018.2,7,19,22,329,228,272
MSTRG.1860.4,1103,1756,1543,2372,580,2381
MSTRG.8229.1,219,282,309,615,586,584
MSTRG.12466.1,3112,5717,5119,8459,8951,10362
MSTRG.11439.1,829,1078,992,1418,1421,1417
MSTRG.2429.7,350,553,538,452,468,516
MSTRG.896.3,8,18,23,10,6,29
MSTRG.15918.1,113,246,199,292,307,247
MSTRG.896.4,76,125,109,165,195,99
rna-gnl|JCVI|mRNA.AT1G36445.1,0,0,0,0,0,0
rna-NM_103224.2,0,0,0,0,0,0
MSTRG.10870.1,400,644,521,232,178,235
MSTRG.8957.1,7,4,14,2,2,46
rna-NR_139400.1,18,11,8,22,9,13
MSTRG.10277.1,702,1089,849,992,917,1490
MSTRG.15926.1,3,10,3,6,5,30
rna-NM_001333267.1,0,0,0,0,0,0
MSTRG.5641.1,73,115,56,103,144,132
MSTRG.15455.1,96,193,151,34,22,91
rna-gnl|JCVI|mRNA.AT1G32890.1,0,0,0,3,0,0
rna-NM_001331716.1,244,354,237,589,482,1666
rna-NM_179486.2,1,0,0,1,1,4
rna-gnl|JCVI|mRNA.AT1G44075.1,0,0,0,0,0,0
MSTRG.10416.1,257,479,318,443,415,504
rna-NM_179507.2,0,0,0,0,0,0
rna-NM_106121.2,56,0,59,94,8,13
rna-NR_139924.1,0,0,0,0,0,0
rna-NM_106726.5,0,0,0,0,0,0
MSTRG.11352.1,264,538,377,679,705,854
MSTRG.12019.1,53,66,61,110,69,252
rna-NM_001333591.1,0,0,0,0,0,0
rna-NM_001123978.2,18,0,0,26,0,0
MSTRG.10148.1,360,608,430,392,301,363
rna-NM_102494.4,228,276,230,167,92,503
rna-NM_100200.3,0,0,0,0,0,0
MSTRG.16056.1,398,467,518,1092,832,1039
MSTRG.3635.1,208,217,281,275,213,200
rna-NM_001198441.1,0,0,0,0,0,0
MSTRG.5331.3,17,34,28,10,9,55
MSTRG.5331.2,568,766,617,618,621,688
MSTRG.9407.1,69,77,77,77,52,167
rna-NM_102275.4,398,437,417,490,0,0
rna-NM_001332652.1,0,0,0,0,0,0
MSTRG.6472.1,40,33,11,29,29,72
MSTRG.16071.1,7,6,17,6,10,74
rna-NM_001333106.1,0,0,0,0,0,0
MSTRG.6551.1,199,318,248,321,400,402
MSTRG.6988.1,1898,2692,2550,3317,2970,2904
MSTRG.12042.1,333,489,287,190,197,467
rna-NM_148626.2,0,0,0,0,0,0
rna-NM_001333089.1,0,0,0,0,0,0
rna-NM_001084214.2,0,0,0,0,0,0
MSTRG.922.4,1,3,3,5,4,4
rna-NM_001333134.1,0,0,0,0,0,0
rna-NR_138915.1,0,0,0,0,0,0
MSTRG.17204.1,673,1029,913,2682,2145,3381
rna-NM_001332277.1,43,14,25,20,6,20
rna-NM_100415.5,0,0,0,0,0,0
MSTRG.16030.1,57,77,73,53,42,99
rna-NM_104072.2,0,0,0,0,0,0
rna-NM_202043.3,24,21,17,44,24,68
MSTRG.6444.1,26,36,21,34,28,87
MSTRG.7758.1,1446,2148,1763,1221,1112,1205
rna-gnl|JCVI|mRNA.AT1G36190.1,0,0,0,0,0,0
rna-NM_104932.3,0,0,0,0,0,0
rna-NM_001334653.1,0,0,0,0,0,0
MSTRG.6545.1,10,16,8,107,120,92
MSTRG.7677.1,5,6,8,46,43,42
MSTRG.14636.1,6,6,4,7,5,17
MSTRG.16809.1,814,881,491,575,493,545
MSTRG.11369.1,1736,2715,2224,4058,3537,4846
rna-NM_100401.3,2,8,0,42,41,23
MSTRG.9843.1,78,88,104,33,12,26
MSTRG.16842.1,922,1620,1253,851,886,869
MSTRG.6335.1,22,29,21,47,32,66
rna-NM_106188.3,0,0,0,0,0,0
rna-NM_148604.2,0,0,6,3,0,0
rna-NM_104406.6,0,0,0,0,0,0
MSTRG.12680.1,73,74,65,31,23,109
MSTRG.8862.1,455,722,450,354,419,427
rna-NM_101017.3,32,13,10,7,2,4
MSTRG.10342.1,27,27,8,31,22,13
MSTRG.11842.1,839,1235,1118,2288,1932,2421
rna-NM_100649.3,0,0,0,0,0,0
rna-NM_102267.3,21,4,4,9,10,27
MSTRG.13147.1,54,70,79,41,58,20
rna-NM_101448.5,0,0,0,0,0,0
rna-NM_001334259.1,2,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G42852.1,0,0,0,0,0,0
rna-NM_001334284.1,0,0,3,0,0,0
MSTRG.18658.1,242,420,395,502,469,1541
rna-NM_001334178.1,17583,25469,23458,9460,9295,12955
MSTRG.7667.1,0,3,0,36,35,11
rna-NM_101798.1,0,0,0,0,0,0
rna-NR_143407.1,0,0,0,0,0,0
rna-NM_001332585.1,0,0,0,0,0,0
rna-NM_104350.4,120,134,114,74,62,70
MSTRG.6659.1,132,178,116,193,159,220
MSTRG.15769.1,380,591,455,2019,1885,3156
rna-NM_103555.2,0,0,0,0,30,0
rna-NM_106653.3,0,0,0,0,0,0
MSTRG.8553.1,916,1383,1177,1425,1191,1209
rna-NM_101116.6,0,0,0,0,0,0
MSTRG.11544.1,632,721,602,772,678,815
rna-NR_143556.1,0,0,0,0,0,3
MSTRG.15261.1,489,700,678,1361,1239,1090
MSTRG.2661.2,41,72,81,1037,924,982
MSTRG.6645.1,14693,23476,20956,37345,35046,39908
rna-NM_103541.3,0,0,0,0,0,0
MSTRG.3106.4,83,87,114,208,188,106
rna-NM_102189.4,0,0,0,0,0,0
rna-NM_105011.3,0,0,0,0,0,0
rna-NM_001333543.1,0,0,0,0,0,0
rna-NR_143572.1,21,29,9,87,76,40
MSTRG.11892.1,33814,45275,38875,18342,16298,19856
MSTRG.3408.3,90,156,126,125,112,84
rna-NM_001332107.1,0,0,0,0,0,0
MSTRG.8543.1,26,46,33,37,33,125
rna-NM_001198318.1,0,1803,0,0,0,1064
MSTRG.9239.1,810,1367,1239,1705,1461,1253
MSTRG.16112.1,195,389,290,514,417,517
MSTRG.8308.1,279,306,317,1096,851,1422
MSTRG.17418.1,403,632,471,413,403,382
MSTRG.9751.1,2538,4207,2822,1684,1767,1701
MSTRG.9960.1,331,389,364,216,277,291
MSTRG.17382.1,2000,2787,2501,3606,3535,3358
rna-NM_001035940.2,0,0,0,0,0,0
rna-NM_102622.4,1025,1461,1291,687,611,615
rna-NM_001334140.1,0,0,0,0,0,0
MSTRG.7756.1,49,107,93,87,83,99
rna-NM_100050.4,0,0,0,0,0,0
MSTRG.5567.1,0,2,0,9,19,18
MSTRG.8121.1,9045,11594,12181,12803,10138,11030
MSTRG.7679.1,646,1003,769,406,472,441
MSTRG.2656.2,21,109,34,8,2,27
rna-NM_001333518.1,0,0,0,0,0,0
MSTRG.9225.1,970,1515,1463,2666,2584,2516
rna-NR_143423.1,0,0,0,0,0,0
MSTRG.2058.4,7,7,5,9,12,41
rna-NM_104624.4,20,44,21,49,34,162
rna-NM_001334243.1,0,0,0,0,0,0
MSTRG.6210.1,24,17,29,44,58,43
rna-NM_001331806.1,0,0,0,0,0,0
rna-NM_104378.2,598,810,732,1014,803,1347
MSTRG.14712.1,203,239,280,791,686,865
MSTRG.18136.1,1454,2277,1952,2432,2246,2549
rna-NM_202121.2,0,0,0,0,0,0
MSTRG.6200.1,74,115,79,111,52,468
MSTRG.12273.1,2947,4208,3398,4385,4309,5601
rna-NM_102750.5,0,0,0,0,0,0
MSTRG.17623.1,3512,5017,3976,1593,1795,1762
MSTRG.10713.1,11,66,38,525,509,371
MSTRG.12781.1,195,368,236,485,476,502
MSTRG.14312.1,3,19,11,9,9,50
rna-NM_104422.2,971,1391,1180,1291,1099,1389
rna-NM_001331678.1,0,36,21,10,0,7
rna-gnl|WGS:|mrna.AT1G31274-RA,0,0,0,0,0,0
rna-NM_105042.5,0,9,5,27,20,40
MSTRG.16598.1,25,56,45,153,102,121
MSTRG.18668.1,9,15,7,13,11,37
rna-NM_102760.3,212,393,337,237,478,182
rna-NM_106573.4,290,446,384,476,423,585
MSTRG.12660.1,82,131,130,253,295,242
rna-NR_138680.1,0,0,0,2,0,0
MSTRG.5960.1,1302,1670,1406,1992,1682,2346
rna-NM_001198330.1,0,0,0,0,0,0
rna-NM_100681.2,0,0,0,0,0,0
rna-NM_106292.3,0,0,0,29,8,19
MSTRG.12228.1,44,96,87,188,181,213
rna-NM_105714.4,20,26,18,30,34,54
rna-NM_001198320.2,0,0,0,0,0,0
MSTRG.788.7,321,557,486,822,766,1066
rna-NM_001198188.2,0,0,0,0,0,0
rna-NM_105467.4,0,0,0,0,0,0
MSTRG.9668.1,1162,1886,1618,2375,2093,2751
rna-gnl|JCVI|mRNA.AT1G57250.1,0,0,0,0,0,0
MSTRG.18201.1,212,401,259,188,170,245
rna-gnl|JCVI|mRNA.AT1G57240.1,0,0,0,0,0,0
MSTRG.16625.1,76,161,112,276,198,260
MSTRG.5251.1,584,1046,797,1115,819,853
MSTRG.5251.3,4092,6108,5286,4356,3693,4046
MSTRG.10702.1,285,439,267,222,201,236
MSTRG.5251.9,615,405,708,344,148,681
MSTRG.9237.1,447,642,518,926,741,1532
rna-NM_104614.5,0,0,0,3,6,3
rna-gnl|JCVI|mRNA.AT1G37030.1,0,0,0,0,0,0
MSTRG.18215.1,334,605,547,623,734,677
MSTRG.16270.1,1976,3048,2441,3084,2410,2736
MSTRG.12998.1,17,17,10,21,11,20
MSTRG.16508.1,1049,1663,1229,838,737,688
rna-NM_001332337.1,0,0,11,0,0,6
rna-NM_105661.5,7,16,16,5,33,15
MSTRG.6278.1,716,937,825,1907,1562,2433
rna-NM_105697.4,0,0,0,0,0,0
MSTRG.16257.1,44,144,29,103,100,137
rna-NM_001334594.1,0,0,1,0,0,0
rna-NM_103958.2,0,5,0,5,0,0
MSTRG.2987.4,433,755,475,143,93,239
MSTRG.17352.1,98,165,144,267,160,650
MSTRG.9652.1,29,28,41,35,15,106
MSTRG.16193.1,1452,2109,1720,1528,1291,2157
rna-NM_001332327.1,0,0,0,0,0,7
MSTRG.5245.4,570,771,566,928,894,953
MSTRG.5245.3,18,18,18,26,25,77
MSTRG.17598.1,45,61,71,186,150,140
rna-NM_105536.4,16,49,11,128,89,201
MSTRG.18053.1,91,139,176,249,191,500
MSTRG.18380.1,783,1162,1116,828,789,824
rna-NM_001334839.1,0,0,0,0,0,0
rna-NM_180621.3,0,0,0,0,0,0
rna-NM_001084149.1,0,0,0,0,0,0
rna-NM_101813.2,0,0,0,0,0,0
MSTRG.15950.1,20,23,23,12,19,72
rna-NM_103493.2,0,0,0,0,0,0
rna-NM_100688.4,867,1376,1115,1193,1191,1032
rna-NM_001334116.1,0,0,0,0,0,0
MSTRG.14207.1,905,1291,991,624,586,774
MSTRG.13227.1,53,91,27,38,26,171
rna-NM_202261.2,0,0,0,0,0,0
MSTRG.12649.1,7959,12765,10737,6392,6653,5830
rna-NM_100709.5,0,0,0,0,6,9
MSTRG.8008.1,298,428,360,395,350,401
MSTRG.2152.2,3,5,6,4,4,7
rna-NM_101475.3,0,0,0,75,0,54
MSTRG.9609.1,27,60,31,30,30,37
rna-NM_105734.3,0,0,0,0,0,0
MSTRG.13900.1,1063,1745,1497,513,504,512
rna-NM_001331978.1,31,18,38,18,13,79
rna-NM_102146.3,368,626,531,359,298,277
rna-NM_202242.2,0,0,0,0,2,0
rna-NM_102032.4,123,191,158,181,179,202
rna-NM_102163.4,0,0,0,0,0,0
rna-NM_001332589.1,0,0,0,0,0,0
rna-NM_180635.1,0,0,0,0,0,0
rna-NR_139429.1,0,0,0,0,0,0
rna-NM_103220.3,0,0,0,0,0,0
MSTRG.4985.1,359,549,435,271,209,201
MSTRG.13237.1,12,15,19,22,7,30
rna-NM_001332595.1,0,0,0,0,0,0
MSTRG.18540.1,404,712,489,442,534,465
MSTRG.14015.1,2,5,9,27,16,23
rna-gnl|JCVI|mRNA.AT1G56675.1,3,0,0,0,0,0
MSTRG.2995.3,206,216,249,255,231,216
rna-NM_001083994.2,0,0,0,0,0,0
rna-NM_001333222.1,0,0,0,0,0,0
rna-NM_101634.4,0,0,0,0,0,0
MSTRG.3740.2,500,711,601,555,536,762
rna-NM_001198215.2,0,0,0,0,0,0
MSTRG.6145.1,205,310,291,879,1230,829
MSTRG.14108.1,4,4,11,36,23,24
rna-gnl|WGS:|mrna.AT1G26975-RA,0,0,0,0,0,0
MSTRG.17796.1,306,586,451,1188,1113,1145
rna-NM_103649.4,115,141,105,97,112,158
MSTRG.15536.1,37,64,53,130,126,154
MSTRG.11762.1,127,215,145,145,152,576
MSTRG.1534.3,400,638,479,489,525,378
MSTRG.1534.4,97,101,89,105,100,187
MSTRG.10240.1,311,532,465,1261,1076,1272
rna-NM_105403.2,12,0,22,40,41,66
MSTRG.5336.1,153,194,203,747,713,800
MSTRG.9302.1,1078,1600,1489,1782,1725,2249
rna-NM_001333309.1,0,0,6,0,28,56
MSTRG.13899.1,113,135,168,37,22,81
rna-NM_001036060.3,0,0,0,0,0,0
MSTRG.14340.1,3221,4493,4098,3379,2909,3710
MSTRG.4911.4,750,1280,948,591,581,680
MSTRG.12653.1,39,45,37,97,124,111
rna-NM_001198156.2,24,28,0,13,10,106
rna-NM_100717.2,0,0,0,0,0,0
MSTRG.2438.1,1052,1650,1371,327,357,334
MSTRG.18474.1,90,80,63,339,219,211
rna-NM_101199.4,0,0,0,0,0,0
MSTRG.373.4,57,112,69,49,48,78
rna-NR_138817.1,0,0,0,0,0,0
MSTRG.3912.3,146,343,224,298,310,161
MSTRG.8606.1,50,49,69,60,33,159
rna-NM_105177.5,0,0,0,0,0,0
MSTRG.492.3,122,134,208,130,181,295
rna-NM_001334409.1,42,100,50,47,39,115
rna-NM_001332882.1,0,0,0,0,0,0
rna-NM_001333214.1,118,203,170,235,203,537
rna-NM_001334282.1,0,0,0,0,0,0
rna-NM_101384.2,0,0,0,0,0,0
MSTRG.1572.4,91,38,140,11,12,28
MSTRG.8621.1,194,326,370,843,773,934
rna-NM_001160866.1,0,0,0,0,0,0
rna-NM_101596.5,0,0,0,0,0,0
MSTRG.16093.1,89,139,126,275,238,273
MSTRG.5584.1,3113,4451,3753,2871,2422,2702
